symbol,name,exchange,yahoo_ticker,series_or_group,isin,bse_sector,bse_mktcap_cr,isin_norm
AARTIDRUGS,Aarti Drugs Limited,NSE,AARTIDRUGS.NS,EQ,INE767A01016,,,INE767A01016
AARTECH,Aartech Solonics Limited,NSE,AARTECH.NS,EQ,INE01C001026,,,INE01C001026
5PAISA,5Paisa Capital Limited,NSE,5PAISA.NS,EQ,INE618L01018,,,INE618L01018
360ONE,360 ONE WAM LIMITED,NSE,360ONE.NS,EQ,INE466L01038,,,INE466L01038
KSR,KSR Footwear Limited,NSE,KSR.NS,BE,INE1SPP01016,,,INE1SPP01016
3BBLACKBIO,3B Blackbio Dx Limited,NSE,3BBLACKBIO.NS,EQ,INE994E01018,,,INE994E01018
3IINFOLTD,3i Infotech Limited,NSE,3IINFOLTD.NS,EQ,INE748C01038,,,INE748C01038
3MINDIA,3M India Limited,NSE,3MINDIA.NS,EQ,INE470A01017,,,INE470A01017
3PLAND,3P Land Holdings Limited,NSE,3PLAND.NS,EQ,INE105C01023,,,INE105C01023
63MOONS,63 moons technologies limited,NSE,63MOONS.NS,EQ,INE111B01023,,,INE111B01023
AARON,Aaron Industries Limited,NSE,AARON.NS,EQ,INE721Z01010,,,INE721Z01010
A2ZINFRA,A2Z Infra Engineering Limited,NSE,A2ZINFRA.NS,EQ,INE619I01012,,,INE619I01012
AAATECH,AAA Technologies Limited,NSE,AAATECH.NS,EQ,INE0D0U01013,,,INE0D0U01013
AADHARHFC,Aadhar Housing Finance Limited,NSE,AADHARHFC.NS,EQ,INE883F01010,,,INE883F01010
AAKASH,Aakash Exploration Services Limited,NSE,AAKASH.NS,BE,INE087Z01024,,,INE087Z01024
AAREYDRUGS,Aarey Drugs & Pharmaceuticals Limited,NSE,AAREYDRUGS.NS,BE,INE198H01019,,,INE198H01019
AARNAV,Aarnav Fashions Limited,NSE,AARNAV.NS,EQ,INE750R01016,,,INE750R01016
ABREL,Aditya Birla Real Estate Limited,NSE,ABREL.NS,EQ,INE055A01016,,,INE055A01016
ABSLAMC,Aditya Birla Sun Life AMC Limited,NSE,ABSLAMC.NS,EQ,INE404A01024,,,INE404A01024
ACC,ACC Limited,NSE,ACC.NS,EQ,INE012A01025,,,INE012A01025
AEPL,Artemis Electricals and Projects Limited,NSE,AEPL.NS,EQ,INE757T01025,,,INE757T01025
ADVANCE,Advance Agrolife Limited,NSE,ADVANCE.NS,EQ,INE1B0W01010,,,INE1B0W01010
ADVANIHOTR,Advani Hotels & Resorts (India) Limited,NSE,ADVANIHOTR.NS,EQ,INE199C01026,,,INE199C01026
ADVENTHTL,Advent Hotels International Limited,NSE,ADVENTHTL.NS,EQ,INE28GN01010,,,INE28GN01010
ADVENZYMES,Advanced Enzyme Technologies Limited,NSE,ADVENZYMES.NS,EQ,INE837H01020,,,INE837H01020
AEGISLOG,Aegis Logistics Limited,NSE,AEGISLOG.NS,EQ,INE208C01025,,,INE208C01025
AEGISVOPAK,Aegis Vopak Terminals Limited,NSE,AEGISVOPAK.NS,EQ,INE0INX01018,,,INE0INX01018
AEQUS,Aequs Limited,NSE,AEQUS.NS,EQ,INE947N01017,,,INE947N01017
ADSL,Allied Digital Services Limited,NSE,ADSL.NS,EQ,INE102I01027,,,INE102I01027
AEROENTER,Aeroflex Enterprises Limited,NSE,AEROENTER.NS,EQ,INE065D01027,,,INE065D01027
AEROFLEX,Aeroflex Industries Limited,NSE,AEROFLEX.NS,EQ,INE024001021,,,INE024001021
AERONEU,Aeroflex Neu Limited,NSE,AERONEU.NS,EQ,INE035801013,,,INE035801013
AETHER,Aether Industries Limited,NSE,AETHER.NS,EQ,INE0BWX01014,,,INE0BWX01014
AFCONS,Afcons Infrastructure Limited,NSE,AFCONS.NS,EQ,INE101I01011,,,INE101I01011
AFFLE,Affle 3i Limited,NSE,AFFLE.NS,EQ,INE00WC01027,,,INE00WC01027
ADVAIT,Advait Energy Transitions Limited,NSE,ADVAIT.NS,EQ,INE0ALI01010,,,INE0ALI01010
ADROITINFO,Adroit Infotech Limited,NSE,ADROITINFO.NS,EQ,INE737B01033,,,INE737B01033
ACCURACY,Accuracy Shipping Limited,NSE,ACCURACY.NS,EQ,INE648Z01023,,,INE648Z01023
ACUTAAS,Acutaas Chemicals Limited,NSE,ACUTAAS.NS,EQ,INE00FF01025,,,INE00FF01025
ACE,Action Construction Equipment Limited,NSE,ACE.NS,EQ,INE731H01025,,,INE731H01025
ACEINTEG,Ace Integrated Solutions Limited,NSE,ACEINTEG.NS,EQ,INE543V01017,,,INE543V01017
ACI,Archean Chemical Industries Limited,NSE,ACI.NS,EQ,INE128X01021,,,INE128X01021
ACL,Andhra Cements Limited,NSE,ACL.NS,EQ,INE666E01020,,,INE666E01020
ACMESOLAR,Acme Solar Holdings Limited,NSE,ACMESOLAR.NS,EQ,INE622W01025,,,INE622W01025
ACSTECH,ACS Technologies Limited,NSE,ACSTECH.NS,EQ,INE366C01021,,,INE366C01021
ADANIENSOL,Adani Energy Solutions Limited,NSE,ADANIENSOL.NS,EQ,INE931S01010,,,INE931S01010
ADOR,Ador Welding Limited,NSE,ADOR.NS,EQ,INE045A01017,,,INE045A01017
ADANIENT,Adani Enterprises Limited,NSE,ADANIENT.NS,EQ,INE423A01024,,,INE423A01024
ADANIGREEN,Adani Green Energy Limited,NSE,ADANIGREEN.NS,EQ,INE364U01010,,,INE364U01010
ADANIPORTS,Adani Ports and Special Economic Zone Limited,NSE,ADANIPORTS.NS,EQ,INE742F01042,,,INE742F01042
ADANIPOWER,Adani Power Limited,NSE,ADANIPOWER.NS,EQ,INE814H01029,,,INE814H01029
ADFFOODS,ADF Foods Limited,NSE,ADFFOODS.NS,EQ,INE982B01027,,,INE982B01027
ADL,Archidply Decor Limited,NSE,ADL.NS,EQ,INE0CHO01012,,,INE0CHO01012
APCOTEXIND,Apcotex Industries Limited,NSE,APCOTEXIND.NS,EQ,INE116A01032,,,INE116A01032
APLAPOLLO,APL Apollo Tubes Limited,NSE,APLAPOLLO.NS,EQ,INE702C01027,,,INE702C01027
BEEKAY,Beekay Steel Industries Limited,NSE,BEEKAY.NS,EQ,INE213D01015,,,INE213D01015
AUTOIND,Autoline Industries Limited,NSE,AUTOIND.NS,BE,INE718H01014,,,INE718H01014
BAGFILMS,B.A.G Films and Media Limited,NSE,BAGFILMS.NS,EQ,INE116D01028,,,INE116D01028
BAIDFIN,Baid Finserv Limited,NSE,BAIDFIN.NS,EQ,INE020D01022,,,INE020D01022
BAJAJ-AUTO,Bajaj Auto Limited,NSE,BAJAJ-AUTO.NS,EQ,INE917I01010,,,INE917I01010
BAJAJCON,Bajaj Consumer Care Limited,NSE,BAJAJCON.NS,EQ,INE933K01021,,,INE933K01021
BAJAJELEC,Bajaj Electricals Limited,NSE,BAJAJELEC.NS,EQ,INE193E01025,,,INE193E01025
BAJAJFINSV,Bajaj Finserv Limited,NSE,BAJAJFINSV.NS,EQ,INE918I01026,,,INE918I01026
BAJAJHCARE,Bajaj Healthcare Limited,NSE,BAJAJHCARE.NS,EQ,INE411U01027,,,INE411U01027
BAJAJHFL,Bajaj Housing Finance Limited,NSE,BAJAJHFL.NS,EQ,INE377Y01014,,,INE377Y01014
BAJAJHIND,Bajaj Hindusthan Sugar Limited,NSE,BAJAJHIND.NS,EQ,INE306A01021,,,INE306A01021
BAJAJHLDNG,Bajaj Holdings & Investment Limited,NSE,BAJAJHLDNG.NS,EQ,INE118A01012,,,INE118A01012
BAJAJINDEF,Indef Manufacturing Limited,NSE,BAJAJINDEF.NS,EQ,INE0O9T01021,,,INE0O9T01021
BAJAJST,Bajaj Steel Industries Limited,NSE,BAJAJST.NS,EQ,INE704G01024,,,INE704G01024
BAJEL,Bajel Projects Limited,NSE,BAJEL.NS,EQ,INE0KQN01018,,,INE0KQN01018
BAJFINANCE,Bajaj Finance Limited,NSE,BAJFINANCE.NS,EQ,INE296A01032,,,INE296A01032
BALAJEE,Shree Tirupati Balajee Agro Trading Company Limited,NSE,BALAJEE.NS,EQ,INE0S2G01011,,,INE0S2G01011
BAFNAPH,Bafna Pharmaceuticals Limited,NSE,BAFNAPH.NS,EQ,INE878I01022,,,INE878I01022
AZAD,Azad Engineering Limited,NSE,AZAD.NS,EQ,INE02IJ01035,,,INE02IJ01035
AYMSYNTEX,AYM Syntex Limited,NSE,AYMSYNTEX.NS,EQ,INE193B01039,,,INE193B01039
AVROIND,AVRO INDIA LIMITED,NSE,AVROIND.NS,EQ,INE652Z01025,,,INE652Z01025
AVALON,Avalon Technologies Limited,NSE,AVALON.NS,EQ,INE0LCL01028,,,INE0LCL01028
AVANTEL,Avantel Limited,NSE,AVANTEL.NS,EQ,INE005B01027,,,INE005B01027
AVANTIFEED,Avanti Feeds Limited,NSE,AVANTIFEED.NS,EQ,INE871C01038,,,INE871C01038
AVG,AVG Logistics Limited,NSE,AVG.NS,EQ,INE680Z01018,,,INE680Z01018
AVL,Aditya Vision Limited,NSE,AVL.NS,EQ,INE679V01027,,,INE679V01027
AVONMORE,Avonmore Capital & Management Services Limited,NSE,AVONMORE.NS,EQ,INE323B01024,,,INE323B01024
AVTNPL,AVT Natural Products Limited,NSE,AVTNPL.NS,EQ,INE488D01021,,,INE488D01021
AYE,Aye Finance Limited,NSE,AYE.NS,EQ,INE501X01029,,,INE501X01029
AWFIS,Awfis Space Solutions Limited,NSE,AWFIS.NS,EQ,INE108V01019,,,INE108V01019
AWHCL,Antony Waste Handling Cell Limited,NSE,AWHCL.NS,EQ,INE01BK01022,,,INE01BK01022
AWL,AWL Agri Business Limited,NSE,AWL.NS,EQ,INE699H01024,,,INE699H01024
AXISBANK,Axis Bank Limited,NSE,AXISBANK.NS,EQ,INE238A01034,,,INE238A01034
AXISCADES,AXISCADES Technologies Limited,NSE,AXISCADES.NS,EQ,INE555B01013,,,INE555B01013
AXITA,Axita Cotton Limited,NSE,AXITA.NS,EQ,INE02EZ01022,,,INE02EZ01022
BALAJITELE,Balaji Telefilms Limited,NSE,BALAJITELE.NS,EQ,INE794B01026,,,INE794B01026
BALAMINES,Balaji Amines Limited,NSE,BALAMINES.NS,EQ,INE050E01027,,,INE050E01027
BALAXI,BALAXI PHARMACEUTICALS LIMITED,NSE,BALAXI.NS,BE,INE618N01022,,,INE618N01022
BCG,Brightcom Group Limited,NSE,BCG.NS,EQ,INE425B01027,,,INE425B01027
BATLIBOI,Batliboi Limited,NSE,BATLIBOI.NS,EQ,INE177C01022,,,INE177C01022
BAYERCROP,Bayer Cropscience Limited,NSE,BAYERCROP.NS,EQ,INE462A01022,,,INE462A01022
BBL,Bharat Bijlee Limited,NSE,BBL.NS,EQ,INE464A01036,,,INE464A01036
BBOX,Black Box Limited,NSE,BBOX.NS,EQ,INE676A01027,,,INE676A01027
BBTC,The Bombay Burmah Trading Corporation Limited,NSE,BBTC.NS,EQ,INE050A01025,,,INE050A01025
BBTCL,B&B Triplewall Containers Limited,NSE,BBTCL.NS,EQ,INE01EE01011,,,INE01EE01011
BCLIND,Bcl Industries Limited,NSE,BCLIND.NS,EQ,INE412G01024,,,INE412G01024
BASML,Bannari Amman Spinning Mills Limited,NSE,BASML.NS,EQ,INE186H01022,,,INE186H01022
BCONCEPTS,Brand Concepts Limited,NSE,BCONCEPTS.NS,EQ,INE977Y01011,,,INE977Y01011
BCPL,BCPL Railway Infrastructure Limited,NSE,BCPL.NS,EQ,INE00SW01015,,,INE00SW01015
BDL,Bharat Dynamics Limited,NSE,BDL.NS,EQ,INE171Z01026,,,INE171Z01026
